"";"analysis_with_data_from";"actual_tof";"w_smooth";"w_v";"detected_OOA";"OOA_before_failure_d";"ttf_unit";"fw_min_0d";"fc_min_0d";"mean_0d";"fc_max_0d";"fw_max_0d";"fw_min_1d";"fc_min_1d";"mean_1d";"fc_max_1d";"fw_max_1d";"fw_min_2d";"fc_min_2d";"mean_2d";"fc_max_2d";"fw_max_2d";"fw_min_3d";"fc_min_3d";"mean_3d";"fc_max_3d";"fw_max_3d";"fw_min_4d";"fc_min_4d";"mean_4d";"fc_max_4d";"fw_max_4d";"fw_min_5d";"fc_min_5d";"mean_5d";"fc_max_5d";"fw_max_5d"
"1";2022-01-01;2022-03-01;48;"6,12,24,48,72";2022-02-23 06:00:00;5,75;"h";-13,4279816142733;-2,72210051453294;6,11663899193845;18,6896616849479;29,3955427846882;4,80980182832513;17,1723113446558;27,4574096571381;41,8973303773171;54,2598398936477;24,796280291339;38,4673479927872;49,8936285214098;65,8094833956834;79,4805510971315;41,8653100250726;58,224183985511;73,4104182527851;90,9419319063877;107,300805866826;76,5565015016725;91,8851609106944;104,391011458818;122,542479728738;137,87113913776;66,1541094533175;116,431567375571;151,033569355647;216,986483220077;267,26394114233
